customer_id,recency,frequency,monetary,Segment
CS4258,09/03/15,19,1282,Silver-P2
CS4259,11/03/15,22,1424,Silver-P2
CS4260,12/01/15,16,1074,Silver-P2
CS4261,13/09/14,12,777,Gold-P1
CS4262,11/02/15,19,1374,Silver-P2
CS4263,16/03/15,17,1248,Silver-P2
CS4264,01/10/14,18,1317,Silver-P2
CS4265,27/12/14,20,1174,Silver-P2
CS4266,30/12/14,23,1443,Silver-P2
CS4267,02/01/15,24,1715,Silver-P2
CS4268,15/03/15,30,2062,Premium-P0
CS4269,11/02/15,20,1356,Silver-P2
CS4270,13/03/15,21,1509,Silver-P2
CS4271,19/02/15,20,1410,Silver-P2
CS4272,25/12/14,19,1304,Silver-P2
CS4273,25/08/14,20,1463,Silver-P2
CS4274,12/01/15,15,916,Gold-P1
CS4275,26/01/15,20,1395,Silver-P2
CS4276,21/12/14,21,1543,Silver-P2
CS4277,19/11/14,22,1488,Silver-P2
CS4278,11/03/15,23,1478,Silver-P2
CS4279,23/01/15,27,2063,Premium-P0
CS4280,02/12/14,17,1194,Silver-P2
CS4281,22/06/14,12,781,Gold-P1
CS4282,03/03/15,19,1351,Silver-P2
CS4283,02/12/14,20,1339,Silver-P2
CS4284,16/02/15,27,1790,Premium-P0
CS4285,16/02/15,21,1357,Silver-P2
CS4286,23/02/15,15,1061,Silver-P2
CS4287,22/12/14,26,1898,Premium-P0
CS4288,14/01/15,16,983,Gold-P1
CS4289,08/01/15,16,1075,Silver-P2
CS4290,06/02/15,15,1042,Silver-P2
CS4291,19/09/14,12,791,Gold-P1
CS4292,29/11/14,16,1261,Silver-P2
CS4293,16/02/15,15,1035,Silver-P2
CS4294,08/01/15,20,1264,Silver-P2
CS4295,02/10/14,22,1592,Silver-P2
CS4296,05/03/15,22,1554,Silver-P2
CS4297,28/01/15,20,1378,Silver-P2
CS4298,20/10/14,18,1312,Silver-P2
CS4299,25/01/15,19,1179,Silver-P2
CS4300,26/08/14,17,1133,Silver-P2
CS4301,18/12/14,20,1459,Silver-P2
CS4302,02/02/15,17,1155,Silver-P2
CS4303,24/12/14,31,2181,Premium-P0
CS4304,30/04/14,19,1333,Silver-P2
CS4305,28/01/15,14,973,Gold-P1
CS4306,07/03/15,18,1136,Silver-P2
CS4307,07/03/15,19,1220,Silver-P2
CS4308,29/11/14,19,1397,Silver-P2
CS4309,01/12/14,18,1152,Silver-P2
CS4310,28/10/14,20,1434,Silver-P2
CS4311,17/11/14,22,1531,Silver-P2
CS4312,01/12/14,25,1751,Premium-P0
CS4313,14/11/14,18,1285,Silver-P2
CS4314,31/12/14,12,978,Gold-P1
CS4315,30/01/15,18,1341,Silver-P2
CS4316,30/01/15,22,1665,Silver-P2
CS4317,26/01/15,19,1284,Silver-P2
CS4318,08/01/15,18,1205,Silver-P2
CS4319,06/01/15,19,1409,Silver-P2
CS4320,26/12/14,38,2647,Premium-P0
CS4321,11/08/14,16,1007,Silver-P2
CS4322,01/03/15,22,1544,Silver-P2
CS4323,21/11/14,20,1377,Silver-P2
CS4324,03/02/15,20,1376,Silver-P2
CS4325,02/02/15,16,1274,Silver-P2
CS4326,15/01/15,21,1445,Silver-P2
CS4327,16/12/14,15,1140,Silver-P2
CS4328,22/12/14,21,1474,Silver-P2
CS4329,16/01/15,30,2301,Premium-P0
CS4330,21/10/14,30,1990,Premium-P0
CS4331,27/05/14,18,1229,Silver-P2
CS4332,27/02/15,20,1368,Silver-P2
CS4333,26/01/15,28,1761,Premium-P0
CS4334,02/02/15,19,1307,Silver-P2
CS4335,23/12/14,10,660,Silver-P2
CS4336,16/03/15,24,1671,Silver-P2
CS4337,15/01/15,20,1264,Silver-P2
CS4338,07/02/15,22,1468,Silver-P2
CS4339,15/03/15,29,2017,Premium-P0
CS4340,06/11/14,20,1541,Silver-P2
CS4341,17/02/15,26,1755,Premium-P0
CS4342,17/08/14,16,1132,Silver-P2
CS4343,22/12/14,17,1118,Silver-P2
CS4344,02/12/14,16,967,Gold-P1
CS4345,19/02/15,24,1647,Silver-P2
CS4346,08/12/14,10,719,Silver-P2
CS4347,13/03/15,20,1497,Silver-P2
CS4348,27/01/15,20,1487,Silver-P2
CS4349,04/12/14,23,1801,Silver-P2
CS4350,08/12/14,19,1276,Silver-P2
CS4351,06/10/14,19,1081,Silver-P2
CS4352,09/03/15,21,1490,Silver-P2
CS4353,07/02/15,23,1811,Silver-P2
CS4354,12/03/15,23,1641,Silver-P2
CS4355,08/12/14,17,1287,Silver-P2
CS4356,03/02/15,31,2127,Premium-P0
CS4357,08/01/15,21,1543,Silver-P2
CS4358,07/10/14,20,1424,Silver-P2
CS4359,25/10/14,21,1531,Silver-P2
CS4360,10/08/14,11,885,Gold-P1
CS4361,03/09/14,21,1363,Silver-P2
CS4362,22/02/15,25,1738,Premium-P0
CS4363,04/03/15,24,1775,Silver-P2
CS4364,27/01/15,12,726,Gold-P1
CS4365,28/12/14,22,1705,Silver-P2
CS4366,09/09/14,16,1092,Silver-P2
CS4367,03/03/15,14,1000,Gold-P1
CS4368,25/02/15,13,804,Gold-P1
CS4369,06/12/14,19,1348,Silver-P2
CS4370,15/03/15,15,1023,Silver-P2
CS4371,15/03/15,16,1074,Silver-P2
CS4372,12/01/15,16,1010,Silver-P2
CS4373,27/02/15,20,1475,Silver-P2
CS4374,15/03/15,25,1596,Premium-P0
CS4375,06/03/15,20,1278,Silver-P2
CS4376,16/10/14,20,1353,Silver-P2
CS4377,06/12/14,14,818,Gold-P1
CS4378,03/03/15,18,1345,Silver-P2
CS4379,08/03/15,16,1076,Silver-P2
CS4380,09/01/15,22,1470,Silver-P2
CS4381,05/01/15,26,1868,Premium-P0
CS4382,02/03/15,21,1502,Silver-P2
CS4383,04/03/15,18,1412,Silver-P2
CS4384,22/01/15,21,1510,Silver-P2
CS4385,25/11/14,21,1662,Silver-P2
CS4386,07/02/15,19,1241,Silver-P2
CS4387,26/01/15,16,1051,Silver-P2
CS4388,09/03/15,19,1442,Silver-P2
CS4389,15/12/14,27,1894,Premium-P0
CS4390,04/03/15,20,1264,Silver-P2
CS4391,29/01/15,21,1506,Silver-P2
CS4392,09/03/15,26,1786,Premium-P0
CS4393,10/02/15,21,1446,Silver-P2
CS4394,11/11/14,22,1522,Silver-P2
CS4395,09/02/15,18,1231,Silver-P2
CS4396,24/01/15,16,1191,Silver-P2
CS4397,12/03/15,26,1741,Premium-P0
CS4398,05/03/15,14,1134,Silver-P2
CS4399,05/11/14,23,1444,Silver-P2
CS4400,28/12/14,21,1466,Silver-P2
CS4401,07/03/15,13,889,Gold-P1
CS4402,27/02/15,17,1101,Silver-P2
CS4403,16/03/15,18,1285,Silver-P2
CS4404,15/03/15,18,1061,Silver-P2
CS4405,09/03/14,16,1252,Silver-P2
CS4406,18/02/15,16,1109,Silver-P2
CS4407,12/02/15,22,1429,Silver-P2
CS4408,31/01/15,14,865,Gold-P1
CS4409,30/12/14,17,1388,Silver-P2
CS4410,13/11/14,28,2047,Premium-P0
CS4411,11/03/15,25,1803,Premium-P0
CS4412,16/03/15,20,1405,Silver-P2
CS4413,05/03/15,22,1491,Silver-P2
CS4414,28/02/15,10,753,Silver-P2
CS4415,18/04/14,18,1276,Silver-P2
CS4416,06/02/15,22,1464,Silver-P2
CS4417,11/02/15,26,1916,Premium-P0
CS4418,23/02/15,21,1565,Silver-P2
CS4419,21/12/13,16,1177,Silver-P2
CS4420,26/01/15,15,1230,Silver-P2
CS4421,16/01/15,23,1801,Silver-P2
CS4422,14/02/15,21,1491,Silver-P2
CS4423,30/01/15,12,761,Gold-P1
CS4424,19/01/15,39,2933,Premium-P0
CS4425,21/11/14,14,834,Gold-P1
CS4426,10/10/14,21,1389,Silver-P2
CS4427,07/12/14,19,1261,Silver-P2
CS4428,17/11/14,18,1221,Silver-P2
CS4429,16/02/15,20,1356,Silver-P2
CS4430,30/01/15,16,1090,Silver-P2
CS4431,18/12/14,23,1585,Silver-P2
CS4432,14/01/15,15,1048,Silver-P2
CS4433,05/01/15,22,1520,Silver-P2
CS4434,21/10/14,14,1042,Silver-P2
CS4435,07/03/15,16,1056,Silver-P2
CS4436,02/12/14,12,791,Gold-P1
CS4437,22/01/15,16,973,Gold-P1
CS4438,11/03/15,24,1718,Silver-P2
CS4439,16/09/14,12,684,Gold-P1
CS4440,19/11/14,18,1266,Silver-P2
CS4441,01/03/15,21,1336,Silver-P2
CS4442,11/01/15,23,1679,Silver-P2
CS4443,27/01/15,15,1056,Silver-P2
CS4444,01/02/15,18,1051,Silver-P2
CS4445,07/02/15,21,1387,Silver-P2
CS4446,27/01/15,25,1973,Premium-P0
CS4447,12/11/14,19,1443,Silver-P2
CS4448,15/03/15,23,1525,Silver-P2
CS4449,18/10/14,19,1270,Silver-P2
CS4450,26/01/15,15,1078,Silver-P2
CS4451,20/12/14,18,1210,Silver-P2
CS4452,10/12/14,19,1296,Silver-P2
CS4453,13/02/15,19,1386,Silver-P2
CS4454,07/11/14,17,1125,Silver-P2
CS4455,26/08/14,15,1101,Silver-P2
CS4456,16/12/14,22,1701,Silver-P2
CS4457,17/12/14,16,1204,Silver-P2
CS4458,31/12/14,27,2025,Premium-P0
CS4459,01/03/15,14,960,Gold-P1
CS4460,26/01/15,19,1349,Silver-P2
CS4461,15/02/15,20,1346,Silver-P2
CS4462,12/08/14,21,1559,Silver-P2
CS4463,11/01/15,17,1271,Silver-P2
CS4464,22/11/14,13,1019,Silver-P2
CS4465,14/03/15,19,1150,Silver-P2
CS4466,21/12/14,20,1507,Silver-P2
CS4467,02/03/15,22,1480,Silver-P2
CS4468,19/02/15,18,1282,Silver-P2
CS4469,24/11/14,15,1039,Silver-P2
CS4470,28/12/14,24,1688,Silver-P2
CS4471,20/12/14,20,1429,Silver-P2
CS4472,14/03/15,16,1179,Silver-P2
CS4473,20/12/14,23,1533,Silver-P2
CS4474,17/10/14,25,1598,Premium-P0
CS4475,04/02/15,23,1775,Silver-P2
CS4476,09/03/15,19,1223,Silver-P2
CS4477,16/03/15,17,1253,Silver-P2
CS4478,16/03/15,19,1307,Silver-P2
CS4479,11/02/15,20,1525,Silver-P2
CS4480,05/03/15,17,1294,Silver-P2
CS4481,16/03/15,14,920,Gold-P1
CS4482,10/02/15,16,1148,Silver-P2
CS4483,28/01/15,27,2057,Premium-P0
CS4484,19/12/14,21,1575,Silver-P2
CS4485,10/01/15,15,1043,Silver-P2
CS4486,04/12/14,18,1341,Silver-P2
CS4487,15/03/15,18,1339,Silver-P2
CS4488,09/03/15,21,1452,Silver-P2
CS4489,17/09/14,18,1292,Silver-P2
CS4490,04/03/15,23,1503,Silver-P2
CS4491,07/03/15,12,942,Gold-P1
CS4492,04/10/14,14,1141,Silver-P2
CS4493,10/12/14,18,1334,Silver-P2
CS4494,04/01/15,14,992,Gold-P1
CS4495,09/03/15,29,1944,Premium-P0
CS4496,21/02/15,22,1506,Silver-P2
CS4497,05/03/15,21,1670,Silver-P2
CS4498,17/02/15,18,1223,Silver-P2
CS4499,12/03/15,9,606,Silver-P2
CS4500,12/10/14,20,1429,Silver-P2
CS4501,19/11/14,18,1241,Silver-P2
CS4502,22/11/14,14,980,Gold-P1
CS4503,15/01/15,23,1605,Silver-P2
CS4504,25/12/14,24,1766,Silver-P2
CS4505,16/07/14,11,739,Gold-P1
CS4506,10/03/15,21,1421,Silver-P2
CS4507,03/12/14,18,1218,Silver-P2
CS4508,20/12/14,17,1173,Silver-P2
CS4509,09/12/14,18,1198,Silver-P2
CS4510,21/11/14,26,1617,Premium-P0
CS4511,07/09/14,21,1535,Silver-P2
CS4512,11/02/15,23,1575,Silver-P2
CS4513,05/03/15,17,1308,Silver-P2
CS4514,07/03/15,17,1045,Silver-P2
CS4515,16/03/15,21,1548,Silver-P2
CS4516,07/03/15,23,1767,Silver-P2
CS4517,20/12/14,28,2000,Premium-P0
CS4518,02/02/15,17,1268,Silver-P2
CS4519,23/01/15,11,809,Gold-P1
CS4520,22/02/15,21,1412,Silver-P2
CS4521,10/12/14,22,1637,Silver-P2
CS4522,06/03/15,24,1699,Silver-P2
CS4523,06/08/14,15,893,Gold-P1
CS4524,11/03/15,23,1523,Silver-P2
CS4525,29/10/14,23,1575,Silver-P2
CS4526,27/11/14,22,1346,Silver-P2
CS4527,21/11/14,18,1329,Silver-P2
CS4528,09/02/15,14,1100,Silver-P2
CS4529,16/05/14,11,756,Gold-P1
CS4530,03/12/14,19,1477,Silver-P2
CS4531,12/03/15,22,1532,Silver-P2
CS4532,21/01/15,15,1209,Silver-P2
CS4533,05/03/15,25,1457,Premium-P0
CS4534,02/03/15,16,1063,Silver-P2
CS4535,04/01/15,16,1095,Silver-P2
CS4536,25/01/15,20,1365,Silver-P2
CS4537,27/12/14,17,1175,Silver-P2
CS4538,18/02/15,22,1591,Silver-P2
CS4539,25/12/14,19,1341,Silver-P2
CS4540,16/03/15,32,2361,Premium-P0
CS4541,20/02/15,25,1582,Premium-P0
CS4542,06/03/15,12,824,Gold-P1
CS4543,13/02/15,24,1583,Silver-P2
CS4544,22/02/15,16,1178,Silver-P2
CS4545,08/11/14,11,669,Gold-P1
CS4546,02/02/15,12,694,Gold-P1
CS4547,04/08/14,20,1308,Silver-P2
CS4548,04/03/15,15,995,Gold-P1
CS4549,16/01/15,18,1293,Silver-P2
CS4550,27/10/14,24,1832,Silver-P2
CS4551,01/03/15,14,1007,Silver-P2
CS4552,15/12/14,19,1376,Silver-P2
CS4553,10/03/15,28,2081,Premium-P0
CS4554,03/03/15,20,1312,Silver-P2
CS4555,02/03/15,33,2331,Premium-P0
CS4556,10/02/15,16,924,Gold-P1
CS4557,04/11/14,15,1071,Silver-P2
CS4558,23/01/15,25,1786,Premium-P0
CS4559,26/02/15,13,777,Gold-P1
CS4560,13/01/15,28,1972,Premium-P0
CS4561,29/01/15,27,1892,Premium-P0
CS4562,08/01/15,14,965,Gold-P1
CS4563,22/01/15,25,1674,Premium-P0
CS4564,13/05/14,22,1466,Silver-P2
CS4565,10/01/15,23,1608,Silver-P2
CS4566,25/10/14,15,1020,Silver-P2
CS4567,13/12/14,9,574,Silver-P2
CS4568,25/01/15,18,1138,Silver-P2
CS4569,12/12/14,19,1205,Silver-P2
CS4570,24/11/14,25,1736,Premium-P0
CS4571,08/01/15,21,1416,Silver-P2
CS4572,13/12/14,26,1567,Premium-P0
CS4573,29/11/14,19,1367,Silver-P2
CS4574,09/03/14,14,1053,Silver-P2
CS4575,11/01/15,22,1451,Silver-P2
CS4576,24/02/15,15,1085,Silver-P2
CS4577,02/02/15,16,1335,Silver-P2
CS4578,16/01/15,18,1191,Silver-P2
CS4579,13/01/15,23,1744,Silver-P2
CS4580,27/07/14,16,1251,Silver-P2
CS4581,18/01/15,14,1153,Silver-P2
CS4582,05/03/15,21,1516,Silver-P2
CS4583,20/12/14,28,1988,Premium-P0
CS4584,30/10/14,18,1151,Silver-P2
CS4585,16/03/15,15,1115,Silver-P2
CS4586,16/03/15,20,1505,Silver-P2
CS4587,29/12/14,22,1657,Silver-P2
CS4588,01/01/15,22,1508,Silver-P2
CS4589,28/02/15,18,1146,Silver-P2
CS4590,31/01/15,24,1625,Silver-P2
CS4591,16/03/15,15,1084,Silver-P2
CS4592,26/11/14,17,1157,Silver-P2
CS4593,17/02/15,24,1760,Silver-P2
CS4594,14/12/14,23,1685,Silver-P2
CS4595,30/11/14,19,1376,Silver-P2
CS4596,14/02/15,19,1383,Silver-P2
CS4597,14/03/15,24,1520,Silver-P2
CS4598,05/12/14,20,1118,Silver-P2
CS4599,10/02/15,24,1638,Silver-P2
CS4600,03/12/14,19,1181,Silver-P2
CS4601,14/03/15,13,919,Gold-P1
CS4602,19/02/15,24,1728,Silver-P2
CS4603,11/01/15,30,2111,Premium-P0
CS4604,07/03/15,29,2008,Premium-P0
CS4605,13/01/15,17,1176,Silver-P2
CS4606,22/08/14,20,1463,Silver-P2
CS4607,02/03/15,18,1186,Silver-P2
CS4608,16/03/15,32,2449,Premium-P0
CS4609,11/01/15,28,2043,Premium-P0
CS4610,23/10/14,20,1333,Silver-P2
CS4611,25/12/14,23,1558,Silver-P2
CS4612,14/11/14,18,1302,Silver-P2
CS4613,20/02/15,21,1629,Silver-P2
CS4614,12/03/15,17,1309,Silver-P2
CS4615,07/11/14,24,1597,Silver-P2
CS4616,23/02/15,19,1306,Silver-P2
CS4617,28/02/15,28,1956,Premium-P0
CS4618,15/02/15,20,1315,Silver-P2
CS4619,19/02/15,15,1047,Silver-P2
CS4620,28/06/14,15,1135,Silver-P2
CS4621,22/02/15,17,1251,Silver-P2
CS4622,20/11/14,19,1315,Silver-P2
CS4623,12/02/15,23,1717,Silver-P2
CS4624,18/07/14,24,1737,Silver-P2
CS4625,04/10/14,28,1925,Premium-P0
CS4626,28/08/14,20,1383,Silver-P2
CS4627,10/02/15,23,1560,Silver-P2
CS4628,13/03/15,18,1238,Silver-P2
CS4629,26/12/14,19,1225,Silver-P2
CS4630,26/07/14,10,704,Silver-P2
CS4631,27/02/15,30,2157,Premium-P0
CS4632,03/02/15,17,1315,Silver-P2
CS4633,10/02/15,21,1457,Silver-P2
CS4634,07/01/15,11,693,Gold-P1
CS4635,15/03/15,20,1449,Silver-P2
CS4636,13/12/14,16,1101,Silver-P2
CS4637,12/03/15,19,1467,Silver-P2
CS4638,13/02/15,24,1609,Silver-P2
CS4639,19/01/15,25,1495,Premium-P0
CS4640,26/02/15,29,2138,Premium-P0
CS4641,19/05/14,19,1263,Silver-P2
CS4642,04/03/15,22,1546,Silver-P2
CS4643,23/01/15,19,1377,Silver-P2
CS4644,10/11/14,14,942,Gold-P1
CS4645,14/12/14,19,1293,Silver-P2
CS4646,09/11/14,26,1772,Premium-P0
CS4647,08/02/15,27,1955,Premium-P0
CS4648,04/02/15,16,1157,Silver-P2
CS4649,09/03/15,19,1286,Silver-P2
CS4650,04/01/15,22,1599,Silver-P2
CS4651,29/01/15,18,1258,Silver-P2
CS4652,08/12/14,22,1561,Silver-P2
CS4653,05/01/15,17,1103,Silver-P2
CS4654,26/09/14,27,1832,Premium-P0
CS4655,24/09/14,17,1245,Silver-P2
CS4656,13/02/15,18,1285,Silver-P2
CS4657,16/03/15,17,1257,Silver-P2
CS4658,09/03/15,23,1626,Silver-P2
CS4659,30/01/15,21,1422,Silver-P2
CS4660,06/03/15,33,2527,Premium-P0
CS4661,16/03/15,26,1769,Premium-P0
CS4662,19/12/14,24,1788,Silver-P2
CS4663,22/10/14,14,939,Gold-P1
CS4664,07/02/15,17,1268,Silver-P2
CS4665,19/11/14,18,1335,Silver-P2
CS4666,05/10/14,22,1375,Silver-P2
CS4667,25/02/15,13,894,Gold-P1
CS4668,26/12/14,23,1698,Silver-P2
CS4669,04/12/14,21,1432,Silver-P2
CS4670,25/01/15,30,2214,Premium-P0
CS4671,24/01/15,21,1368,Silver-P2
CS4672,20/01/15,16,1153,Silver-P2
CS4673,13/02/15,20,1393,Silver-P2
CS4674,19/12/14,18,1468,Silver-P2
CS4675,26/03/14,21,1521,Silver-P2
CS4676,04/03/15,21,1526,Silver-P2
CS4677,02/02/15,19,1276,Silver-P2
CS4678,18/10/14,24,1581,Silver-P2
CS4679,28/02/15,21,1607,Silver-P2
CS4680,13/12/14,12,740,Gold-P1
CS4681,07/03/15,22,1532,Silver-P2
CS4682,04/03/15,21,1329,Silver-P2
CS4683,03/11/14,15,1085,Silver-P2
CS4684,06/11/14,17,1073,Silver-P2
CS4685,03/08/14,24,1686,Silver-P2
CS4686,12/01/15,23,1740,Silver-P2
CS4687,27/12/14,24,1724,Silver-P2
CS4688,15/12/14,20,1417,Silver-P2
CS4689,11/10/14,13,852,Gold-P1
CS4690,27/11/14,15,905,Gold-P1
CS4691,12/03/15,22,1526,Silver-P2
CS4692,04/03/15,18,1228,Silver-P2
CS4693,15/02/15,17,1139,Silver-P2
CS4694,24/11/14,13,953,Gold-P1
CS4695,01/10/14,17,1237,Silver-P2
CS4696,24/02/15,15,908,Gold-P1
CS4697,21/02/15,25,1648,Premium-P0
CS4698,30/09/14,17,1124,Silver-P2
CS4699,17/02/15,19,1306,Silver-P2
CS4700,14/03/15,18,1175,Silver-P2
CS4701,30/01/15,23,1632,Silver-P2
CS4702,17/12/14,25,1715,Premium-P0
CS4703,24/05/14,20,1385,Silver-P2
CS4704,22/02/15,20,1380,Silver-P2
CS4705,13/12/14,13,985,Gold-P1
CS4706,28/09/14,10,827,Silver-P2
CS4707,23/11/14,22,1542,Silver-P2
CS4708,28/02/15,21,1427,Silver-P2
CS4709,29/10/14,17,1172,Silver-P2
CS4710,14/12/14,21,1502,Silver-P2
CS4711,09/03/15,23,1538,Silver-P2
CS4712,20/01/15,14,1043,Silver-P2
CS4713,16/02/15,24,1762,Silver-P2
CS4714,28/09/14,16,1077,Silver-P2
CS4715,23/02/15,19,1296,Silver-P2
CS4716,30/01/15,13,970,Gold-P1
CS4717,23/01/15,22,1613,Silver-P2
CS4718,01/11/14,19,1354,Silver-P2
CS4719,17/09/14,16,1273,Silver-P2
CS4720,31/07/14,20,1187,Silver-P2
CS4721,01/03/15,24,1606,Silver-P2
CS4722,23/02/15,18,1250,Silver-P2
CS4723,11/03/15,24,1707,Silver-P2
CS4724,16/12/14,17,1044,Silver-P2
CS4725,30/12/14,20,1348,Silver-P2
CS4726,26/01/15,14,932,Gold-P1
CS4727,05/03/15,22,1500,Silver-P2
CS4728,12/12/14,14,1092,Silver-P2
CS4729,03/03/15,16,1077,Silver-P2
CS4730,13/02/15,21,1628,Silver-P2
CS4731,11/03/15,17,1067,Silver-P2
CS4732,11/06/14,16,1197,Silver-P2
CS4733,23/10/14,23,1682,Silver-P2
CS4734,06/03/15,19,1223,Silver-P2
CS4735,16/02/15,18,1311,Silver-P2
CS4736,27/02/15,14,986,Gold-P1
CS4737,10/03/15,24,1668,Silver-P2
CS4738,11/01/15,18,1258,Silver-P2
CS4739,13/01/15,25,1818,Premium-P0
CS4740,28/01/15,18,1141,Silver-P2
CS4741,27/02/15,22,1629,Silver-P2
CS4742,18/10/14,15,975,Gold-P1
CS4743,24/02/15,16,1099,Silver-P2
CS4744,15/12/14,19,1349,Silver-P2
CS4745,09/02/15,22,1380,Silver-P2
CS4746,12/03/15,31,2337,Premium-P0
CS4747,08/03/15,11,718,Gold-P1
CS4748,12/01/15,20,1525,Silver-P2
CS4749,22/02/15,27,1959,Premium-P0
CS4750,30/08/14,18,1266,Silver-P2
CS4751,13/03/15,15,1232,Silver-P2
CS4752,03/03/15,19,1162,Silver-P2
CS4753,09/11/14,19,1209,Silver-P2
CS4754,27/09/14,20,1423,Silver-P2
CS4755,04/03/15,20,1598,Silver-P2
CS4756,27/02/15,17,1196,Silver-P2
CS4757,08/03/15,17,1188,Silver-P2
CS4758,28/01/15,22,1388,Silver-P2
CS4759,17/01/15,16,1138,Silver-P2
CS4760,31/01/15,22,1707,Silver-P2
CS4761,19/11/14,20,1365,Silver-P2
CS4762,09/01/15,20,1313,Silver-P2
CS4763,26/02/15,21,1382,Silver-P2
CS4764,15/03/15,18,1396,Silver-P2
CS4765,09/11/14,20,1299,Silver-P2
CS4766,15/03/15,22,1605,Silver-P2
CS4767,25/09/14,14,1046,Silver-P2
CS4768,15/03/15,26,1721,Premium-P0
CS4769,11/12/14,19,1271,Silver-P2
CS4770,18/10/14,18,1134,Silver-P2
CS4771,04/03/15,14,874,Gold-P1
CS4772,22/02/15,19,1146,Silver-P2
CS4773,22/09/14,27,2074,Premium-P0
CS4774,26/07/14,18,1208,Silver-P2
CS4775,15/02/15,20,1294,Silver-P2
CS4776,09/03/15,22,1613,Silver-P2
CS4777,20/01/15,25,1767,Premium-P0
CS4778,28/11/14,18,1269,Silver-P2
CS4779,08/03/15,23,1595,Silver-P2
CS4780,01/01/15,17,1107,Silver-P2
CS4781,27/02/15,15,1046,Silver-P2
CS4782,14/03/15,17,1276,Silver-P2
CS4783,14/03/15,19,1308,Silver-P2
CS4784,19/09/14,23,1578,Silver-P2
CS4785,19/02/15,16,1219,Silver-P2
CS4786,01/11/14,17,1248,Silver-P2
CS4787,19/02/15,20,1351,Silver-P2
CS4788,21/01/15,19,1470,Silver-P2
CS4789,27/12/14,22,1551,Silver-P2
CS4790,21/01/15,19,1453,Silver-P2
CS4791,12/02/15,16,1177,Silver-P2
CS4792,19/02/15,20,1368,Silver-P2
CS4793,08/02/15,27,1862,Premium-P0
CS4794,15/02/15,23,1685,Silver-P2
CS4795,24/02/15,25,1831,Premium-P0
CS4796,14/10/14,18,1347,Silver-P2
CS4797,19/02/15,21,1577,Silver-P2
CS4798,21/02/15,27,2151,Premium-P0
CS4799,31/08/14,18,1240,Silver-P2
CS4800,07/01/15,23,1520,Silver-P2
CS4801,26/01/15,18,1254,Silver-P2
CS4802,09/03/15,20,1451,Silver-P2
CS4803,25/01/15,18,1305,Silver-P2
CS4804,02/02/15,25,1643,Premium-P0
CS4805,15/11/14,17,1354,Silver-P2
CS4806,13/12/14,18,1108,Silver-P2
CS4807,22/01/15,20,1249,Silver-P2
CS4808,09/01/15,24,1570,Silver-P2
CS4809,29/06/14,19,1294,Silver-P2
CS4810,07/01/15,21,1448,Silver-P2
CS4811,27/07/14,20,1399,Silver-P2
CS4812,08/02/15,15,1063,Silver-P2
CS4813,03/01/15,20,1437,Silver-P2
CS4814,28/09/14,19,1435,Silver-P2
CS4815,15/02/15,25,1804,Premium-P0
CS4816,03/01/15,18,1311,Silver-P2
CS4817,06/03/15,21,1389,Silver-P2
CS4818,06/03/15,13,942,Gold-P1
CS4819,29/11/14,20,1457,Silver-P2
CS4820,10/03/15,20,1408,Silver-P2
CS4821,28/02/15,16,1161,Silver-P2
CS4822,08/02/15,17,1118,Silver-P2
CS4823,02/08/14,22,1555,Silver-P2
CS4824,14/10/14,19,1353,Silver-P2
CS4825,28/02/15,19,1407,Silver-P2
CS4826,21/12/14,21,1497,Silver-P2
CS4827,23/02/15,19,1242,Silver-P2
CS4828,31/07/14,18,1339,Silver-P2
CS4829,11/01/15,27,1870,Premium-P0
CS4830,26/02/15,18,1253,Silver-P2
CS4831,24/02/15,15,1010,Silver-P2
CS4832,30/12/14,23,1482,Silver-P2
CS4833,21/09/14,19,1262,Silver-P2
CS4834,05/03/14,14,1091,Silver-P2
CS4835,12/02/15,15,955,Gold-P1
CS4836,20/01/15,23,1761,Silver-P2
CS4837,02/03/15,20,1437,Silver-P2
CS4838,08/03/15,17,1143,Silver-P2
CS4839,04/02/15,24,1775,Silver-P2
CS4840,27/02/15,14,999,Gold-P1
CS4841,15/03/15,26,1960,Premium-P0
CS4842,28/01/15,20,1319,Silver-P2
CS4843,28/11/14,15,896,Gold-P1
CS4844,18/10/14,26,1669,Premium-P0
CS4845,14/03/15,23,1532,Silver-P2
CS4846,04/02/15,27,1855,Premium-P0
CS4847,05/03/15,21,1340,Silver-P2
CS4848,15/03/15,18,1287,Silver-P2
CS4849,09/03/15,25,1850,Premium-P0
CS4850,26/02/15,17,1237,Silver-P2
CS4851,10/01/15,18,1162,Silver-P2
CS4852,11/01/15,23,1559,Silver-P2
CS4853,26/12/14,19,1294,Silver-P2
CS4854,13/03/15,18,1167,Silver-P2
CS4855,12/03/15,24,1660,Silver-P2
CS4856,15/02/15,16,1172,Silver-P2
CS4857,13/03/15,19,1381,Silver-P2
CS4858,16/01/15,28,2247,Premium-P0
CS4859,10/02/15,18,1332,Silver-P2
CS4860,26/06/14,23,1629,Silver-P2
CS4861,26/12/14,15,1132,Silver-P2
CS4862,17/10/14,26,1853,Premium-P0
CS4863,04/02/15,21,1484,Silver-P2
CS4864,19/01/15,18,1307,Silver-P2
CS4865,15/03/15,26,1941,Premium-P0
CS4866,18/02/15,19,1487,Silver-P2
CS4867,14/02/15,30,2106,Premium-P0
